LLM Provider,brand,total,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15
claude,Intergate Immigration,129,76,19,11,8,4,4,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,IBN Immigration Solutions,108,2,33,41,12,5,6,3,2,2,2.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration South Africa,104,3,29,9,24,16,11,7,4,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,XpatWeb,89,7,3,21,16,14,9,4,9,4,2.0,0.0,0.0,0.0,0.0,0.0
claude,Tax Consulting South Africa,70,46,13,1,3,4,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Mazars South Africa,59,2,14,3,7,4,8,6,3,7,5.0,0.0,0.0,0.0,0.0,0.0
claude,Le Roux Attorneys,57,0,1,4,5,9,11,9,8,6,4.0,0.0,0.0,0.0,0.0,0.0
claude,Eisenberg & Associates,56,3,1,1,4,4,11,11,9,7,5.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Solutions,56,0,3,2,2,3,5,7,9,7,18.0,0.0,0.0,0.0,0.0,0.0
claude,PWC South Africa,46,9,0,7,8,5,4,5,2,3,3.0,0.0,0.0,0.0,0.0,0.0
claude,Global Migration,44,0,0,0,0,1,7,12,6,6,12.0,0.0,0.0,0.0,0.0,0.0
claude,KPMG South Africa,40,0,9,0,6,6,4,3,3,5,3.0,1.0,0.0,0.0,0.0,0.0
claude,Tax Shop,36,0,1,11,7,3,2,4,5,2,1.0,0.0,0.0,0.0,0.0,0.0
claude,Black Pen Immigration,33,0,0,0,5,3,3,7,4,9,2.0,0.0,0.0,0.0,0.0,0.0
claude,Deloitte South Africa,33,0,0,7,2,4,7,1,4,3,4.0,0.0,1.0,0.0,0.0,0.0
claude,Move Up,30,7,0,2,2,1,0,4,6,4,4.0,0.0,0.0,0.0,0.0,0.0
claude,BDO South Africa,28,0,0,0,0,3,4,4,8,2,6.0,0.0,1.0,0.0,0.0,0.0
claude,Grant Thornton South Africa,28,0,0,0,0,5,1,3,4,8,7.0,0.0,0.0,0.0,0.0,0.0
claude,Visa Solutions South Africa,27,0,6,10,3,6,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,PKF South Africa,26,0,0,0,6,5,4,1,5,3,2.0,0.0,0.0,0.0,0.0,0.0
claude,Expatriate Law,25,0,0,0,2,3,6,4,0,4,6.0,0.0,0.0,0.0,0.0,0.0
claude,Visa Solutions,24,0,4,3,3,3,3,3,2,1,2.0,0.0,0.0,0.0,0.0,0.0
claude,SA Migration International,23,0,1,0,1,1,4,5,3,3,5.0,0.0,0.0,0.0,0.0,0.0
claude,TaxTim,19,0,1,2,4,3,2,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0
claude,Pathways Immigration,18,1,0,1,4,7,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Hobbs Sinclair,17,0,0,1,2,3,2,3,2,1,3.0,0.0,0.0,0.0,0.0,0.0
claude,VFS Global,17,2,0,0,0,2,0,1,1,8,3.0,0.0,0.0,0.0,0.0,0.0
claude,Pathways,16,0,0,0,0,2,2,2,2,2,6.0,0.0,0.0,0.0,0.0,0.0
claude,Visa One International,16,0,1,4,5,4,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Pathway Visas,15,0,0,0,0,4,1,1,1,4,4.0,0.0,0.0,0.0,0.0,0.0
claude,Sable International,13,1,0,4,1,1,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Visa Direct,13,0,5,1,3,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0
claude,Visa Hub,12,0,1,3,2,2,2,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Financial Emigration,11,0,0,2,1,0,0,1,4,2,1.0,0.0,0.0,0.0,0.0,0.0
claude,ProTax,11,0,0,2,5,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Tax Leaders,11,0,0,0,0,2,3,3,0,1,1.0,1.0,0.0,0.0,0.0,0.0
claude,EY South Africa,10,0,0,1,1,0,2,0,0,2,3.0,0.0,0.0,1.0,0.0,0.0
claude,RSM South Africa,10,0,0,2,0,0,0,2,2,2,2.0,0.0,0.0,0.0,0.0,0.0
claude,Remata Tax and Accounting Services,10,0,4,1,0,0,1,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,SA Migration,10,0,0,0,0,1,2,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Tax Partners,10,0,0,0,0,2,0,3,3,0,2.0,0.0,0.0,0.0,0.0,0.0
claude,AJM Tax,8,1,0,5,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Global Migration SA,7,0,0,0,1,0,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0
claude,Integritax,7,0,0,1,0,0,0,1,0,2,3.0,0.0,0.0,0.0,0.0,0.0
claude,MDR Tax Solutions,7,0,1,0,4,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,SA Visa,7,1,0,0,1,1,2,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,South African Visa,7,0,0,0,0,0,1,1,2,1,2.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration SA,6,0,0,0,0,0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,MDH Accounting,6,0,0,2,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Tax Risk Management Services,6,0,1,4,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Visalogix,6,4,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AltCoinTrader Tax,5,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Crypto Tax,5,0,3,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration.sa,5,0,0,0,0,1,0,0,1,2,1.0,0.0,0.0,0.0,0.0,0.0
claude,Migrate to South Africa,5,0,0,0,0,1,0,0,1,2,1.0,0.0,0.0,0.0,0.0,0.0
claude,Passport South Africa,5,0,0,0,0,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Schindlers Attorneys,5,0,0,0,0,1,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Tax Consulting SA,5,1,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Work Permit South Africa,5,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0
claude,AltCoinTrader,4,3,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Exceed Tax and Advisory Services,4,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0
claude,Expatriate Solutions,4,0,0,0,0,0,1,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Permits SA,4,0,0,0,0,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
claude,Pro Tax,4,0,0,0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Rand Rescue,4,0,0,1,0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0
claude,Tax Debt Solutions,4,2,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0
claude,AF Immigration,3,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,CryptoTaxAfrica,3,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Exchange4Free,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0
claude,Immigration Nation,3,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0
claude,Mazars,3,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Migrate Me,3,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Octagon Financial Solutions,3,0,0,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0
claude,Status Immigration,3,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
claude,Tax Rescue,3,0,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,TaxLab,3,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,TaxLawHome,3,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,TaxShop,3,0,0,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AG Immigration,2,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Alexander Forbes,2,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Allan Gray,2,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Auditproof,2,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Baker Tilly South Africa,2,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Bidvest Bank,2,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
claude,Capital Migrations,2,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Discovery,2,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,ENSafrica,2,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Expatriate Tax Solutions,2,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,FX Capital,2,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
claude,Galbraith | Rushby,2,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
claude,IMCOSA Immigration,2,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Direct,2,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Direct SA,2,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Law South Africa,2,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Incompass Financial Solutions,2,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Incompass Forex,2,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0
claude,Incompass Tax,2,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0
claude,KPMG South Africa Immigration Services (,2,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Momentum,2,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Old Mutual,2,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,PSG Wealth,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Passport People,2,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Probity Advisory,2,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
claude,Remata Gateway,2,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Remedio Tax,2,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Resolve Immigration,2,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,SARS Consulting,2,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,SARS Liaison,2,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Sanlam,2,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Status Solutions SA,2,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Tax Resolution Services,2,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,TaxManSA,2,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,VFS Global South Africa,2,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,VKTA Immigration,2,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Visa First,2,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,ABSA Bank,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AF Legal,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,AFIS Immigration,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AFRI Consultants,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AltCoinTrader Tax Services,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AltCrypto Tax,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AltCryptoTax,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AltVest Capital,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Altax,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AssessmentWorx,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,AuditLink,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Auditware,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,BDO Business Restructuring,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,BIOSS SA,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Baker Tilly,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Barnard Inc,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,C-Tax,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,CIBT visas,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,CS Immigration Consultants,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Capital Migration,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Cashkows,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Company Partners,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Company Registration SA,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Comprehensive Tax Solutions,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Corporate Accounts Management (CAM),1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Corporate Business Rescue,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Corporate Relocations Africa,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Corporate Services South Africa,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Craig Smith Immigration,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Crypto Academy,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Crypto Accounting Solutions,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Crypto Tax SA,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Crypto Tax Solutions,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Cryptotax,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Currencies Direct,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Currencies Direct South Africa,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
claude,DM Tax,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,DOH Applications,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,DOH Solutions,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,De Beer Attorneys,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Deloitte Restructuring Services,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Dirco Immigration Services,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Doc Assist,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Document Assist,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Du Toit Tax Consulting,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,ENSafrica Tax Department,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Engaged Business Turnaround,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Evalex,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Exceed CA,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Expat Tax,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Expatriate Tax Services,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,FNB,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,FinGlobal,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Fragomen,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Fragomen Africa,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Fragomen South Africa,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Glacier by Sanlam,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Global Tax Solutions,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Goldberg & de Villiers Inc,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Grant Kaplan Immigration,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Healthcare Licensing Solutions,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Ice3X,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Company SA,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Compliance Services,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Corp,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Corporation Group,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Partners,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration Practice Group,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration South Africa (ISA) Global,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration South Africa Group,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration South Africa Online,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration South Africa Pro,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration South Africa Services,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Immigration South Africa VFS,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
claude,InterGest South Africa,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,InterNations GO!,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Investec,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Judin Combrinck Inc,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,KPMG Restructuring,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,KPMG South Africa Immigration (,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,KPMG Tax and Legal,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,LEMASA,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
claude,Legalese,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Liberty,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Liberty Life,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Licence Assist,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
claude,Luno,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
